NHGISCODE,GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME,AV0AA,B18AA,B18AB,B18AC,B18AD,B18AE,B70AA,B70AB,B70AC,B70AD,B70AE,B70AF,B70AG,B70AH,B70AI,B70AJ,A41AA,B70AAM,B70ABM,B70ACM,B70ADM,B70AEM,B70AFM,B70AGM,B70AHM,B70AIM,B70AJM
G1100010003700,G1100010003700,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,003700,"Census Tract 37, District of Columbia, District of Columbia",,,,,,,292,61,72,150,27,49,92,297,356,854,,134,77,52,82,36,41,82,142,148,218
G1100010003800,G1100010003800,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,003800,"Census Tract 38, District of Columbia, District of Columbia",,,,,,,163,80,136,32,35,62,146,176,286,1622,,103,66,99,38,41,59,92,124,130,301
G1100010003900,G1100010003900,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,003900,"Census Tract 39, District of Columbia, District of Columbia",,,,,,,181,10,44,35,62,74,116,150,648,1350,,129,16,46,41,73,84,90,88,186,261
G1100010004001,G1100010004001,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004001,"Census Tract 40.01, District of Columbia, District of Columbia",,,,,,,43,0,0,84,0,28,16,97,362,1540,,42,13,13,60,13,30,25,67,146,245
G1100010004002,G1100010004002,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004002,"Census Tract 40.02, District of Columbia, District of Columbia",,,,,,,56,16,24,29,10,31,34,97,317,986,,39,18,21,26,14,27,31,56,122,173
G1100010004100,G1100010004100,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004100,"Census Tract 41, District of Columbia, District of Columbia",,,,,,,42,30,13,44,0,26,0,72,235,1015,,27,37,21,57,13,29,13,56,83,159
G1100010004201,G1100010004201,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004201,"Census Tract 42.01, District of Columbia, District of Columbia",,,,,,,120,35,26,18,20,0,33,133,425,1292,,72,57,42,30,26,13,31,70,152,227
G1100010004202,G1100010004202,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004202,"Census Tract 42.02, District of Columbia, District of Columbia",,,,,,,72,40,18,13,76,34,12,130,370,891,,50,33,20,20,58,29,19,70,110,160
G1100010004300,G1100010004300,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004300,"Census Tract 43, District of Columbia, District of Columbia",,,,,,,161,40,74,30,10,150,96,136,208,935,,80,38,50,36,16,77,76,78,95,220
G1100010004400,G1100010004400,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004400,"Census Tract 44, District of Columbia, District of Columbia",,,,,,,148,130,33,42,38,0,158,72,237,1611,,96,108,52,42,45,18,109,64,116,269
G1100010004600,G1100010004600,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004600,"Census Tract 46, District of Columbia, District of Columbia",,,,,,,111,33,31,7,108,80,43,39,141,591,,73,32,38,11,63,63,44,29,78,171
G1100010004701,G1100010004701,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004701,"Census Tract 47.01, District of Columbia, District of Columbia",,,,,,,484,210,100,27,83,11,42,226,57,437,,135,100,89,30,79,19,46,126,52,164
G1100010004702,G1100010004702,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004702,"Census Tract 47.02, District of Columbia, District of Columbia",,,,,,,124,54,10,34,89,11,4,107,135,501,,77,55,12,52,64,12,7,73,82,134
G1100010004801,G1100010004801,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004801,"Census Tract 48.01, District of Columbia, District of Columbia",,,,,,,58,59,52,81,9,8,45,31,82,614,,31,43,35,66,14,13,49,30,50,142
G1100010004802,G1100010004802,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004802,"Census Tract 48.02, District of Columbia, District of Columbia",,,,,,,150,86,15,40,40,83,32,226,77,666,,83,61,24,51,31,52,45,86,44,183
G1100010004901,G1100010004901,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004901,"Census Tract 49.01, District of Columbia, District of Columbia",,,,,,,157,35,61,99,51,10,12,62,125,391,,64,29,54,75,49,19,22,53,67,111
G1100010004902,G1100010004902,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,004902,"Census Tract 49.02, District of Columbia, District of Columbia",,,,,,,45,16,58,25,34,97,124,88,86,801,,39,25,53,25,28,62,78,65,51,153
G1100010005001,G1100010005001,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,005001,"Census Tract 50.01, District of Columbia, District of Columbia",,,,,,,12,0,21,4,0,58,0,50,78,637,,14,13,35,8,13,60,13,37,45,163
G1100010005002,G1100010005002,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,005002,"Census Tract 50.02, District of Columbia, District of Columbia",,,,,,,102,236,149,81,35,141,126,328,471,1732,,72,112,117,80,37,86,96,173,164,353
G1100010005201,G1100010005201,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,005201,"Census Tract 52.01, District of Columbia, District of Columbia",,,,,,,273,208,44,83,89,127,249,152,723,2077,,142,126,41,77,76,75,158,80,214,354
G1100010005301,G1100010005301,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,005301,"Census Tract 53.01, District of Columbia, District of Columbia",,,,,,,192,41,59,31,90,91,54,226,631,2038,,99,37,74,36,56,66,49,120,160,310
G1100010005500,G1100010005500,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,005500,"Census Tract 55, District of Columbia, District of Columbia",,,,,,,219,53,83,106,101,101,38,212,506,2629,,101,40,56,89,127,71,37,95,194,429
G1100010005600,G1100010005600,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,005600,"Census Tract 56, District of Columbia, District of Columbia",,,,,,,707,140,64,138,56,81,55,296,363,1675,,201,90,80,79,64,58,38,134,142,325
G1100010005800,G1100010005800,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,005800,"Census Tract 58, District of Columbia, District of Columbia",,,,,,,88,26,0,5,36,57,28,68,170,1210,,47,23,13,9,25,53,22,52,72,185
G1100010005900,G1100010005900,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,005900,"Census Tract 59, District of Columbia, District of Columbia",,,,,,,102,100,31,36,16,63,7,93,163,795,,56,58,25,39,18,42,11,51,70,151
G1100010006202,G1100010006202,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,006202,"Census Tract 62.02, District of Columbia, District of Columbia",,,,,,,0,0,0,0,0,0,0,0,0,0,,13,13,13,13,13,13,13,18,18,29
G1100010006400,G1100010006400,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,006400,"Census Tract 64, District of Columbia, District of Columbia",,,,,,,227,83,56,158,49,5,78,45,84,117,,81,39,49,65,39,8,73,40,66,67
G1100010006500,G1100010006500,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,006500,"Census Tract 65, District of Columbia, District of Columbia",,,,,,,6,19,8,13,41,59,8,36,90,1045,,10,22,12,21,45,51,12,32,46,162
G1100010006600,G1100010006600,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,006600,"Census Tract 66, District of Columbia, District of Columbia",,,,,,,25,0,9,0,16,12,43,47,77,700,,38,13,14,13,19,14,37,45,41,133
G1100010006700,G1100010006700,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,006700,"Census Tract 67, District of Columbia, District of Columbia",,,,,,,35,0,36,7,14,7,22,82,220,1396,,31,13,47,14,16,12,17,46,85,190
G1100010006801,G1100010006801,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,006801,"Census Tract 68.01, District of Columbia, District of Columbia",,,,,,,53,20,27,41,23,22,38,59,78,483,,42,19,24,39,18,25,32,42,35,108
G1100010006802,G1100010006802,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,006802,"Census Tract 68.02, District of Columbia, District of Columbia",,,,,,,37,8,36,30,5,33,59,39,83,563,,32,13,30,28,8,35,41,29,51,129
G1100010006804,G1100010006804,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,006804,"Census Tract 68.04, District of Columbia, District of Columbia",,,,,,,0,0,0,0,0,0,0,0,0,0,,13,13,13,13,13,13,13,18,18,29
G1100010006900,G1100010006900,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,006900,"Census Tract 69, District of Columbia, District of Columbia",,,,,,,47,52,11,9,20,10,21,63,211,713,,46,50,17,15,22,17,25,46,96,141
G1100010007000,G1100010007000,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007000,"Census Tract 70, District of Columbia, District of Columbia",,,,,,,57,35,43,0,9,0,0,15,183,824,,54,39,44,13,14,13,13,23,77,141
G1100010007100,G1100010007100,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007100,"Census Tract 71, District of Columbia, District of Columbia",,,,,,,265,119,19,0,95,55,0,72,117,521,,100,84,29,13,74,51,13,45,65,119
G1100010007200,G1100010007200,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007200,"Census Tract 72, District of Columbia, District of Columbia",,,,,,,132,89,21,38,23,32,60,98,126,846,,60,51,25,39,34,39,42,67,65,168
G1100010007301,G1100010007301,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007301,"Census Tract 73.01, District of Columbia, District of Columbia",,,,,,,14,0,0,29,41,45,27,65,181,306,,15,13,13,21,27,30,25,40,73,91
G1100010007304,G1100010007304,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007304,"Census Tract 73.04, District of Columbia, District of Columbia",,,,,,,278,114,82,113,18,60,60,64,131,341,,93,61,58,61,21,55,55,49,74,120
G1100010007401,G1100010007401,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007401,"Census Tract 74.01, District of Columbia, District of Columbia",,,,,,,365,87,32,61,36,36,62,39,63,60,,89,45,31,45,31,31,59,33,51,43
G1100010007403,G1100010007403,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007403,"Census Tract 74.03, District of Columbia, District of Columbia",,,,,,,203,155,54,9,166,136,65,112,171,103,,95,80,52,14,83,74,52,68,85,66
G1100010007404,G1100010007404,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007404,"Census Tract 74.04, District of Columbia, District of Columbia",,,,,,,181,105,116,104,96,80,64,88,102,230,,90,55,69,65,76,58,58,67,65,117
G1100010007406,G1100010007406,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007406,"Census Tract 74.06, District of Columbia, District of Columbia",,,,,,,210,88,85,76,60,56,40,176,148,98,,88,60,53,48,48,57,38,91,81,65
G1100010007407,G1100010007407,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007407,"Census Tract 74.07, District of Columbia, District of Columbia",,,,,,,107,75,61,74,40,112,88,97,172,210,,62,63,54,40,34,65,61,60,80,87
G1100010007408,G1100010007408,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007408,"Census Tract 74.08, District of Columbia, District of Columbia",,,,,,,306,134,112,51,79,41,11,73,142,98,,79,75,77,36,61,34,20,54,74,69
G1100010007409,G1100010007409,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007409,"Census Tract 74.09, District of Columbia, District of Columbia",,,,,,,417,152,112,49,168,55,42,136,148,233,,113,72,71,49,87,49,49,81,69,109
G1100010007502,G1100010007502,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007502,"Census Tract 75.02, District of Columbia, District of Columbia",,,,,,,501,175,98,27,46,107,84,283,153,176,,117,90,50,26,46,73,68,115,84,83
G1100010007503,G1100010007503,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007503,"Census Tract 75.03, District of Columbia, District of Columbia",,,,,,,147,96,49,65,51,56,17,118,172,83,,65,47,33,46,43,39,18,67,67,49
G1100010007504,G1100010007504,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007504,"Census Tract 75.04, District of Columbia, District of Columbia",,,,,,,223,183,97,65,11,3,30,113,106,144,,91,95,59,57,16,9,29,73,65,91
G1100010007601,G1100010007601,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007601,"Census Tract 76.01, District of Columbia, District of Columbia",,,,,,,320,72,63,69,69,72,142,276,288,433,,137,61,46,54,63,65,92,116,142,152
G1100010007603,G1100010007603,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007603,"Census Tract 76.03, District of Columbia, District of Columbia",,,,,,,98,46,107,62,194,180,133,242,413,544,,82,44,95,54,145,101,97,116,158,197
G1100010007604,G1100010007604,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007604,"Census Tract 76.04, District of Columbia, District of Columbia",,,,,,,177,65,64,195,47,62,34,110,366,562,,81,36,42,96,33,48,34,55,118,141
G1100010007605,G1100010007605,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007605,"Census Tract 76.05, District of Columbia, District of Columbia",,,,,,,221,139,93,101,48,85,46,271,238,390,,90,75,59,61,41,54,33,105,93,131
G1100010007703,G1100010007703,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007703,"Census Tract 77.03, District of Columbia, District of Columbia",,,,,,,393,247,81,138,65,173,140,317,268,397,,157,120,79,93,67,102,81,140,116,169
G1100010007707,G1100010007707,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007707,"Census Tract 77.07, District of Columbia, District of Columbia",,,,,,,99,100,128,42,72,130,35,127,350,388,,74,66,68,36,52,73,26,81,102,119
G1100010007708,G1100010007708,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007708,"Census Tract 77.08, District of Columbia, District of Columbia",,,,,,,272,79,36,72,87,41,104,86,95,203,,109,59,41,36,66,32,57,63,63,96
G1100010007709,G1100010007709,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007709,"Census Tract 77.09, District of Columbia, District of Columbia",,,,,,,174,94,22,105,46,73,81,79,146,117,,98,81,26,55,43,60,64,54,89,55
G1100010007803,G1100010007803,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007803,"Census Tract 78.03, District of Columbia, District of Columbia",,,,,,,184,177,177,132,83,0,74,34,304,175,,106,91,89,72,67,13,58,39,118,69
G1100010007804,G1100010007804,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007804,"Census Tract 78.04, District of Columbia, District of Columbia",,,,,,,139,105,129,63,105,27,85,74,27,297,,68,67,88,48,76,42,52,53,28,119
G1100010007806,G1100010007806,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007806,"Census Tract 78.06, District of Columbia, District of Columbia",,,,,,,185,56,30,53,34,42,37,114,73,240,,73,31,25,50,25,36,49,69,50,98
G1100010007807,G1100010007807,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007807,"Census Tract 78.07, District of Columbia, District of Columbia",,,,,,,219,58,95,117,13,66,39,71,101,97,,94,47,68,67,20,50,26,53,64,46
G1100010007808,G1100010007808,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007808,"Census Tract 78.08, District of Columbia, District of Columbia",,,,,,,325,101,79,70,7,39,42,126,168,333,,120,75,60,54,13,43,39,69,77,164
G1100010007809,G1100010007809,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007809,"Census Tract 78.09, District of Columbia, District of Columbia",,,,,,,158,190,143,33,24,69,70,161,139,153,,88,100,71,30,26,58,55,91,70,79
G1100010007901,G1100010007901,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007901,"Census Tract 79.01, District of Columbia, District of Columbia",,,,,,,278,89,134,174,106,69,55,114,126,484,,107,56,74,99,73,47,51,66,69,134
G1100010007903,G1100010007903,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,007903,"Census Tract 79.03, District of Columbia, District of Columbia",,,,,,,137,34,28,50,24,39,63,114,86,187,,63,28,22,36,22,30,51,60,50,80
G1100010008001,G1100010008001,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008001,"Census Tract 80.01, District of Columbia, District of Columbia",,,,,,,57,93,7,45,31,13,40,64,181,693,,50,55,13,37,28,16,59,43,87,155
G1100010008002,G1100010008002,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008002,"Census Tract 80.02, District of Columbia, District of Columbia",,,,,,,60,42,34,59,8,60,69,36,110,1109,,63,28,28,56,12,43,60,28,64,185
G1100010008100,G1100010008100,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008100,"Census Tract 81, District of Columbia, District of Columbia",,,,,,,52,4,0,20,22,23,0,40,203,967,,45,6,13,23,24,25,13,35,87,196
G1100010008200,G1100010008200,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008200,"Census Tract 82, District of Columbia, District of Columbia",,,,,,,65,0,30,24,86,41,0,85,217,960,,50,13,28,22,76,34,13,43,96,184
G1100010008301,G1100010008301,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008301,"Census Tract 83.01, District of Columbia, District of Columbia",,,,,,,58,10,18,19,38,23,9,38,118,790,,40,16,22,24,46,27,15,32,66,160
G1100010008302,G1100010008302,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008302,"Census Tract 83.02, District of Columbia, District of Columbia",,,,,,,13,34,0,33,6,8,22,44,144,701,,14,30,13,36,9,12,25,32,72,133
G1100010008402,G1100010008402,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008402,"Census Tract 84.02, District of Columbia, District of Columbia",,,,,,,56,58,82,0,9,7,60,115,112,517,,33,33,65,13,14,12,41,58,64,127
G1100010008410,G1100010008410,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008410,"Census Tract 84.10, District of Columbia, District of Columbia",,,,,,,29,0,19,17,9,23,21,7,44,355,,29,13,18,16,15,30,28,18,35,89
G1100010008701,G1100010008701,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008701,"Census Tract 87.01, District of Columbia, District of Columbia",,,,,,,78,46,8,10,37,95,56,83,132,295,,51,43,11,13,34,60,51,63,58,81
G1100010008702,G1100010008702,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008702,"Census Tract 87.02, District of Columbia, District of Columbia",,,,,,,97,58,28,42,30,14,18,32,74,303,,49,47,31,32,30,20,17,39,51,85
G1100010008802,G1100010008802,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008802,"Census Tract 88.02, District of Columbia, District of Columbia",,,,,,,252,202,100,137,88,65,69,183,272,440,,88,77,59,62,59,50,56,92,95,111
G1100010008803,G1100010008803,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008803,"Census Tract 88.03, District of Columbia, District of Columbia",,,,,,,113,57,54,20,21,50,0,10,53,106,,58,46,49,17,25,44,13,21,50,67
G1100010008804,G1100010008804,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008804,"Census Tract 88.04, District of Columbia, District of Columbia",,,,,,,230,127,107,55,74,85,52,62,132,194,,110,67,76,48,64,73,53,48,78,98
G1100010008903,G1100010008903,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008903,"Census Tract 89.03, District of Columbia, District of Columbia",,,,,,,242,153,126,56,8,139,90,39,243,118,,114,104,102,48,14,86,86,33,110,72
G1100010008904,G1100010008904,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,008904,"Census Tract 89.04, District of Columbia, District of Columbia",,,,,,,357,104,204,76,26,133,26,98,300,191,,120,63,92,51,34,79,35,57,110,96
G1100010009000,G1100010009000,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009000,"Census Tract 90, District of Columbia, District of Columbia",,,,,,,398,148,148,73,17,57,60,74,203,520,,100,79,71,47,17,58,47,47,112,136
G1100010009102,G1100010009102,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009102,"Census Tract 91.02, District of Columbia, District of Columbia",,,,,,,282,202,144,63,77,62,38,96,297,384,,101,87,75,49,48,41,33,55,97,107
G1100010009201,G1100010009201,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009201,"Census Tract 92.01, District of Columbia, District of Columbia",,,,,,,65,18,16,17,26,38,14,46,131,200,,43,18,15,20,24,38,14,33,62,95
G1100010009203,G1100010009203,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009203,"Census Tract 92.03, District of Columbia, District of Columbia",,,,,,,107,101,13,41,89,10,9,190,130,382,,70,67,19,30,77,17,14,106,70,125
G1100010009204,G1100010009204,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009204,"Census Tract 92.04, District of Columbia, District of Columbia",,,,,,,323,171,58,65,105,50,29,145,180,132,,108,89,36,56,61,60,26,69,91,72
G1100010009301,G1100010009301,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009301,"Census Tract 93.01, District of Columbia, District of Columbia",,,,,,,79,34,10,68,9,6,68,110,163,657,,60,30,16,83,14,10,65,76,94,161
G1100010009302,G1100010009302,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009302,"Census Tract 93.02, District of Columbia, District of Columbia",,,,,,,0,9,5,0,17,0,41,47,138,170,,13,14,10,13,27,13,29,36,70,68
G1100010009400,G1100010009400,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009400,"Census Tract 94, District of Columbia, District of Columbia",,,,,,,106,20,107,20,124,74,54,72,407,708,,51,25,55,23,75,50,56,60,129,163
G1100010009501,G1100010009501,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009501,"Census Tract 95.01, District of Columbia, District of Columbia",,,,,,,198,177,97,186,70,50,81,208,313,397,,87,98,63,89,69,40,63,98,116,123
G1100010009503,G1100010009503,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009503,"Census Tract 95.03, District of Columbia, District of Columbia",,,,,,,91,12,27,54,41,48,39,108,134,634,,61,19,28,41,31,33,31,54,65,141
G1100010009504,G1100010009504,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009504,"Census Tract 95.04, District of Columbia, District of Columbia",,,,,,,106,5,22,28,67,152,65,87,291,334,,59,9,21,23,46,92,49,66,107,116
G1100010009505,G1100010009505,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009505,"Census Tract 95.05, District of Columbia, District of Columbia",,,,,,,69,61,16,8,10,35,96,97,220,493,,47,47,19,12,24,36,75,52,81,158
G1100010009507,G1100010009507,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009507,"Census Tract 95.07, District of Columbia, District of Columbia",,,,,,,55,31,29,5,26,29,17,141,63,238,,30,24,27,9,28,24,21,57,46,82
G1100010009508,G1100010009508,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009508,"Census Tract 95.08, District of Columbia, District of Columbia",,,,,,,167,50,97,47,31,52,38,188,299,479,,84,39,60,34,31,41,49,85,111,126
G1100010009509,G1100010009509,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009509,"Census Tract 95.09, District of Columbia, District of Columbia",,,,,,,31,35,47,41,50,25,24,49,375,513,,27,29,50,54,39,28,28,40,120,136
G1100010009601,G1100010009601,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009601,"Census Tract 96.01, District of Columbia, District of Columbia",,,,,,,151,52,68,77,0,21,58,44,130,172,,65,52,68,65,13,25,59,46,73,89
G1100010009602,G1100010009602,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009602,"Census Tract 96.02, District of Columbia, District of Columbia",,,,,,,273,210,152,125,99,41,61,75,172,109,,104,94,89,73,62,45,62,54,95,77
G1100010009603,G1100010009603,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009603,"Census Tract 96.03, District of Columbia, District of Columbia",,,,,,,183,98,54,153,56,104,49,174,293,279,,84,61,37,83,47,66,37,86,111,99
G1100010009604,G1100010009604,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009604,"Census Tract 96.04, District of Columbia, District of Columbia",,,,,,,85,94,68,50,56,11,66,130,220,222,,57,54,51,34,32,15,45,70,79,86
G1100010009700,G1100010009700,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009700,"Census Tract 97, District of Columbia, District of Columbia",,,,,,,217,104,108,11,84,67,9,35,83,268,,100,75,81,18,57,73,14,37,69,121
G1100010009801,G1100010009801,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009801,"Census Tract 98.01, District of Columbia, District of Columbia",,,,,,,114,48,46,33,43,33,57,31,93,59,,49,35,43,26,37,34,40,25,52,40
G1100010009802,G1100010009802,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009802,"Census Tract 98.02, District of Columbia, District of Columbia",,,,,,,106,79,55,32,53,32,22,39,79,22,,60,56,54,29,36,33,34,31,43,30
G1100010009803,G1100010009803,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009803,"Census Tract 98.03, District of Columbia, District of Columbia",,,,,,,232,148,182,28,18,72,26,117,150,111,,84,59,88,38,23,54,30,71,77,69
G1100010009804,G1100010009804,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009804,"Census Tract 98.04, District of Columbia, District of Columbia",,,,,,,135,17,28,60,43,44,61,93,240,268,,68,21,29,40,39,29,46,61,99,90
G1100010009807,G1100010009807,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009807,"Census Tract 98.07, District of Columbia, District of Columbia",,,,,,,198,61,74,131,83,85,82,75,385,224,,84,43,56,81,62,68,58,55,130,89
G1100010009810,G1100010009810,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009810,"Census Tract 98.10, District of Columbia, District of Columbia",,,,,,,236,88,56,48,154,62,62,200,76,30,,125,51,47,52,73,57,76,136,58,42
G1100010009811,G1100010009811,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009811,"Census Tract 98.11, District of Columbia, District of Columbia",,,,,,,462,183,131,91,145,150,194,121,140,106,,168,104,78,72,86,98,137,105,88,88
G1100010009901,G1100010009901,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009901,"Census Tract 99.01, District of Columbia, District of Columbia",,,,,,,53,70,14,18,9,5,19,30,152,640,,50,59,14,22,14,9,18,31,72,128
G1100010009902,G1100010009902,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009902,"Census Tract 99.02, District of Columbia, District of Columbia",,,,,,,73,154,62,60,33,45,12,140,253,376,,56,86,75,42,31,38,19,90,101,138
G1100010009903,G1100010009903,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009903,"Census Tract 99.03, District of Columbia, District of Columbia",,,,,,,95,14,11,9,25,10,12,100,236,155,,72,17,17,13,32,11,16,63,124,91
G1100010009904,G1100010009904,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009904,"Census Tract 99.04, District of Columbia, District of Columbia",,,,,,,124,80,0,49,32,50,40,109,79,137,,68,57,13,49,25,39,37,79,43,64
G1100010009905,G1100010009905,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009905,"Census Tract 99.05, District of Columbia, District of Columbia",,,,,,,192,57,50,39,39,95,85,67,239,155,,88,41,43,38,36,67,53,44,89,78
G1100010009906,G1100010009906,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009906,"Census Tract 99.06, District of Columbia, District of Columbia",,,,,,,53,34,46,21,24,37,64,71,149,99,,43,33,42,22,27,37,54,51,65,56
G1100010009907,G1100010009907,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,009907,"Census Tract 99.07, District of Columbia, District of Columbia",,,,,,,303,73,68,104,61,43,105,24,91,166,,92,63,53,76,43,30,64,26,56,80
G1100010010100,G1100010010100,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,010100,"Census Tract 101, District of Columbia, District of Columbia",,,,,,,191,63,47,34,9,93,123,200,232,786,,105,45,47,25,15,67,87,89,87,179
G1100010010200,G1100010010200,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,010200,"Census Tract 102, District of Columbia, District of Columbia",,,,,,,85,12,7,54,38,46,85,25,256,857,,60,19,12,56,47,41,56,23,116,166
G1100010010300,G1100010010300,2008-2012,District of Columbia,11,110,District of Columbia,001,0010,010300,"Census Tract 103, District of Columbia, District of Columbia",,,,,,,80,35,65,53,3,87,40,99,227,403,,59,35,58,67,6,86,29,62,88,114
